WAST,DP,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
1/9/2015 20:00,5.7,172,1,0,1020.9,1024.5,1024.5,0,76.8,3,9,15.7,15.6,15.4,16.5,4,9.64
1/9/2015 20:10,5.8,175,0,0,1021.1,1024.7,1024.7,0,79.1,3,28,15.6,15.6,15.5,16.5,4,9.26
1/9/2015 20:20,5.9,177,0,0,1021.2,1024.8,1024.8,0,81.4,3,20,15.5,15.5,15.5,16.5,4,8.97
1/9/2015 20:30,6,178,1,0,1021.3,1024.9,1024.9,0,83.3,3,14,15.4,15.5,15.5,16.5,4,8.68
1/9/2015 20:40,6,173,3,0,1021.4,1025.1,1025,0,84.9,3,22,15.3,15.5,15.5,16.5,4,8.45
5/12/2015 10:00,10.2,243,42,0,1009.2,1012.7,1012.8,0,79.4,8,62,23.1,24.3,25.7,24.9,23,13.71
5/12/2015 10:10,9.8,273,35,0,1008.9,1012.4,1012.5,0,80.6,10,64,23.2,24.2,25.7,24.9,19,13.12
5/12/2015 10:20,11.1,279,25,0,1008.7,1012.2,1012.3,0.2,88.9,10,110,23.2,24.2,25.6,24.9,17,12.93
5/12/2015 10:30,11.6,276,26,0,1008.7,1012.2,1012.3,0.3,92.5,9,147,23.2,24.2,25.6,24.9,16,12.79
5/12/2015 10:40,12,276,25,0.1,1008.6,1012.1,1012.2,0.2,93.9,8,172,23.3,24.2,25.6,24.9,17,12.97
5/12/2015 10:50,12.6,275,22,0,1008.4,1011.9,1012,0,94.5,7,234,23.3,24.1,25.6,24.9,10,13.47
5/12/2015 11:00,12.6,267,20,0,1008.4,1011.9,1012,0,92.3,7,286,23.4,24.1,25.5,24.9,10,13.86
5/12/2015 11:10,13,274,19,0,1008.3,1011.8,1011.9,0,91,5,441,23.4,24.1,25.5,24.9,9,14.49
5/12/2015 11:20,12.6,258,23,0.1,1008.3,1011.8,1011.9,0,82.4,6,596,23.4,24.1,25.5,24.9,11,15.68
5/12/2015 11:30,12.3,259,25,0.1,1008.2,1011.7,1011.8,0,75.5,6,770,23.4,24.1,25.5,24.9,12,16.69
5/12/2015 11:40,10.5,255,27,0.1,1008.1,1011.6,1011.7,0,65.1,9,595,23.4,24.1,25.5,24.9,14,17.13
5/12/2015 11:50,10.6,252,32,0,1008.1,1011.6,1011.7,0,66.2,6,457,23.4,24.1,25.4,24.9,11,17.04
5/12/2015 12:00,9.5,220,32,0.1,1008.2,1011.7,1011.8,0,61,6,540,23.4,24,25.4,24.9,8,17.16
5/12/2015 12:10,9.7,214,33,0.1,1008.3,1011.8,1011.9,0,58,5,914,23.5,24,25.4,24.9,8,18.12
5/12/2015 12:20,8.9,238,36,0.1,1008.2,1011.7,1011.8,0,54.7,5,402,23.4,24,25.4,24.9,9,18.18
5/12/2015 12:30,6.7,228,33,0.1,1008.1,1011.6,1011.7,0,47.7,5,262,23.4,24,25.4,24.9,10,17.98
5/12/2015 12:40,6.6,227,33,0,1008,1011.5,1011.6,0,49,6,297,23.4,24,25.4,24.9,11,17.43
5/12/2015 12:50,7.7,175,40,0,1007.9,1011.4,1011.5,0,54.2,6,297,23.5,24,25.3,24.9,11,17.08
5/12/2015 13:00,6.4,172,25,0.1,1007.9,1011.4,1011.5,0,53.6,7,198,23.5,24,25.3,24.9,11,15.87
5/12/2015 13:10,9.6,171,21,0,1008.1,1011.6,1011.7,0,72.1,8,137,23.5,24,25.3,24.9,13,14.6
13/11/2015 4:40,4.4,109,18,0,1013.4,1016.9,1017,0,34.2,7,18,25.5,25.2,24.7,23,11,20.76
13/11/2015 4:50,4.4,113,21,0.1,1013.3,1016.8,1016.9,0,34.2,8,7,25.5,25.2,24.7,23,15,20.81
13/11/2015 5:00,4.6,116,19,0,1013.4,1016.9,1017,0,34.8,7,28,25.4,25.2,24.8,23,11,20.68
13/11/2015 5:10,4.7,117,22,0,1013.4,1016.9,1017,0,35.2,8,28,25.4,25.1,24.7,23.1,12,20.64
13/11/2015 5:20,4.6,112,18,0,1013.5,1017,1017.1,0,35.6,7,34,25.4,25.1,24.7,23,10,20.41
13/11/2015 5:30,4.7,118,17,0,1013.4,1016.9,1017,0,35.6,7,38,25.3,25.1,24.7,23.1,11,20.44
13/11/2015 5:40,4.7,117,20,0,1013.3,1016.8,1016.9,0,35.7,8,65,25.3,25,24.7,23.1,15,20.47
13/11/2015 5:50,4.7,117,19,0.1,1013.3,1016.8,1016.9,0,35.5,7,85,25.2,25,24.7,23.1,15,20.54
13/11/2015 6:00,4.9,105,20,0,1013.6,1017.1,1017.2,0,35.7,8,165,25.2,25,24.7,23,12,20.64
13/11/2015 6:10,4.6,107,20,0,1013.7,1017.2,1017.3,0,34.4,9,77,25.1,24.9,24.7,23.1,15,20.94
13/11/2015 6:20,4.7,106,16,0,1013.8,1017.3,1017.4,0,34.6,7,118,25.1,24.9,24.7,23.1,11,20.95
13/11/2015 6:30,4.5,112,19,0.1,1014,1017.5,1017.6,0,33.6,6,261,25,24.9,24.7,23.1,10,21.2
13/11/2015 6:40,4.6,108,17,0,1014.1,1017.6,1017.7,0,32.6,6,162,25,24.8,24.7,23.1,10,21.76
13/11/2015 6:50,4.3,108,15,0.1,1014.1,1017.6,1017.7,0,31.2,7,336,24.9,24.8,24.6,23.1,11,22.11
13/11/2015 7:00,3.9,108,15,0.1,1014.1,1017.6,1017.7,0,29.6,7,390,24.9,24.8,24.6,23.1,11,22.55
13/11/2015 7:10,5.3,103,15,0,1014.1,1017.5,1017.7,0,31.8,8,424,24.9,24.8,24.6,23.1,14,23.05
13/11/2015 7:20,4,100,18,0.1,1014.2,1017.6,1017.8,0,28.4,8,484,24.8,24.7,24.6,23.1,12,23.38
13/11/2015 7:30,4.4,100,19,0.1,1014.3,1017.7,1017.9,0,28.1,8,553,24.8,24.7,24.6,23.1,12,24.04
13/11/2015 7:40,4.6,110,18,0.1,1014.4,1017.8,1018,0,28.2,8,569,24.7,24.7,24.6,23.1,12,24.2
13/11/2015 7:50,5.2,98,24,0.1,1014.7,1018.1,1018.3,0,27.8,7,611,24.7,24.6,24.6,23.1,10,25.13
13/11/2015 8:00,4.6,82,21,0.1,1015,1018.4,1018.6,0,26.8,6,624,24.7,24.6,24.6,23.1,13,25.1
13/11/2015 8:10,4.9,66,16,0.1,1015,1018.4,1018.6,0,26.9,9,676,24.7,24.6,24.6,23.1,12,25.39
13/11/2015 8:20,5.4,70,18,0.2,1015.1,1018.5,1018.7,0,27.5,9,703,24.7,24.6,24.6,23.1,14,25.56
13/11/2015 8:30,5.3,80,23,0.1,1015,1018.4,1018.6,0,26.5,8,738,24.7,24.5,24.5,23.1,12,26.04
12/5/2015 10:10,8.8,96,22,0.1,1026.6,1030.1,1030.2,0,52.2,9,537,17.7,18.5,19.7,21.2,16,18.84
12/5/2015 10:20,8.5,90,17,0.1,1026.4,1029.9,1030,0,50.5,10,539,17.8,18.4,19.6,21.2,17,19.02
12/5/2015 10:30,8.3,89,20,0,1026.3,1029.8,1029.9,0,49.5,10,567,17.8,18.4,19.6,21.2,18,19.14
12/5/2015 10:40,8.3,89,14,0.1,1026.2,1029.7,1029.8,0,48.9,11,575,17.8,18.4,19.6,21.2,17,19.37
12/5/2015 10:50,8.3,92,17,0.1,1025.9,1029.4,1029.5,0,48,10,602,17.9,18.4,19.6,21.2,16,19.61
12/5/2015 11:00,8.2,78,18,0.1,1025.7,1029.2,1029.3,0,46.1,10,623,17.9,18.4,19.6,21.2,15,20.23
12/5/2015 11:10,8.2,71,19,0.1,1025.5,1029,1029.1,0,45.3,9,619,18,18.4,19.6,21.2,15,20.47
12/5/2015 11:20,8.1,82,19,0.1,1025.4,1028.9,1029,0,44.1,9,639,18,18.4,19.6,21.2,15,20.81
12/5/2015 11:30,7.9,77,22,0.1,1025.2,1028.7,1028.8,0,43.6,10,636,18.1,18.4,19.6,21.2,17,20.81
12/5/2015 11:40,7.3,71,18,0.1,1025.1,1028.6,1028.7,0,41.9,10,663,18.2,18.4,19.6,21.2,16,20.7
12/5/2015 11:50,7.5,62,16,0.1,1024.9,1028.4,1028.5,0,41.5,10,656,18.2,18.4,19.6,21.2,14,21.08
12/5/2015 12:00,7.2,74,23,0.1,1024.7,1028.2,1028.3,0,40.2,10,653,18.3,18.4,19.6,21.2,15,21.36
12/5/2015 12:10,6.7,94,20,0.1,1024.5,1028,1028.1,0,39.8,10,658,18.4,18.4,19.6,21.2,14,20.97
12/5/2015 12:20,7.6,94,18,0.1,1024.3,1027.8,1027.9,0,41,9,666,18.5,18.4,19.6,21.2,13,21.4
12/5/2015 12:30,6.9,92,21,0.1,1024.1,1027.6,1027.7,0,39.3,9,673,18.6,18.4,19.6,21.2,15,21.4
12/5/2015 12:40,7.3,91,19,0.1,1023.9,1027.4,1027.5,0,37.7,9,661,18.7,18.4,19.5,21.2,13,22.44
12/5/2015 12:50,6.4,64,18,0.2,1023.8,1027.3,1027.4,0,36.2,9,660,18.8,18.5,19.5,21.2,15,22.11
12/5/2015 13:00,6.6,71,25,0.1,1023.6,1027.1,1027.2,0,36.4,8,627,18.9,18.5,19.5,21.2,11,22.3
12/5/2015 13:10,6.4,65,17,0.1,1023.6,1027.1,1027.2,0,35.5,8,630,19,18.5,19.5,21.2,11,22.44
12/5/2015 13:20,6.2,78,21,0.1,1023.4,1026.9,1027,0,34.4,7,618,19.1,18.5,19.5,21.2,12,22.71
12/5/2015 13:30,6,94,22,0.1,1023.2,1026.7,1026.8,0,33.5,9,632,19.2,18.6,19.5,21.2,12,22.94
12/5/2015 13:40,6.2,106,18,0.1,1023,1026.5,1026.6,0,34.2,7,611,19.3,18.6,19.5,21.2,10,22.84
12/5/2015 13:50,6,86,14,0,1022.9,1026.4,1026.5,0,34.6,9,601,19.4,18.6,19.5,21.2,16,22.37
